,Lens ID,title,publication_year,abstract,tags,url,publication_type,affiliation,country_code
1053,138-268-362-886-673,Performance enhancement of a Building-Integrated Concentrating Photovoltaic system using phase change material,2016,"Abstract Building-Integrated Concentrated Photovoltaic (BICPV) systems integrate easily into built environments, replacing building material, providing benefits of generating electricity at the point of use, allowing light efficacy within the building envelope and providing thermal management. This paper presents a novel experimental evaluation of phase change materials (PCM) to enhance performance of low-concentration BICPV system via thermal regulation. Previous studies have primarily focussed on temporal and spatial studies of PCM temperature within the BIPV systems but the current work also discusses the effect of PCM on electrical parameters of the BICPV systems. Due to the inadequacy of the earlier reported model, a new analytical model is proposed and implemented with the in-house controlled experiments. Paraffin wax based RT42 was used within an in-house designed and fabricated PCM containment. An indoor experiment was performed using highly collimated continuous light source at 1000 W m −2 . Results show an increase in relative electrical efficiency by 7.7% with PCM incorporation. An average reduction in module centre temperature by 3.8 °C was recorded in the BICPV–PCM integrated system as compared to the naturally ventilated system without PCM. Studies showed that PCM effectiveness varies with irradiance; an increase in relative electrical efficiency by 1.15% at 500 W m −2 , 4.20% at 750 W m −2 and 6.80% at 1200 W m −2 was observed.",Building-integrated photovoltaics; Electrical efficiency; Materials science; Building envelope; Process engineering; Phase-change material; Photovoltaic system; Electricity generation; Solar energy; Photovoltaics,http://dx.doi.org/10.1016/j.solmat.2015.12.035,journal article,University of Exeter,gb
1054,138-373-544-291-413,Methodology for delivering reliable CIGS based building integrated photovoltaic (BIPV) products,2012,"A key challenge currently limiting the wide spread acceptance of Cu(In,Ga)Se 2 (CIGS) thin-film photovoltaic technologies in building integrated photovoltaic (BIPV) systems is the demonstration of product reliability in accelerated testing to support rapid product improvement cycles and new product introduction. To augment multi-year & geographically diverse real world performance a priori, one must adopt a creative approach to ensure rapid product introduction of new, highly reliable solar PV systems. Here, we present a synopsis of Dow Solar's reliability philosophy that utilizes multi-stress testing, a combination of accelerated and real world conditions, to provide predictive life stress relationships for CIGS based BIPV system level product performance. In addition, the methodology we present here includes a proactive philosophy of identifying and isolating individual reliability failure mechanisms in PV technologies. This philosophy enables significantly shorter development cycles and the obtainment of meaningful product performance feedback. The approach, which is balanced between accelerated testing and field testing data, may be utilized to establish lifetime performance of any PV technology.",Building-integrated photovoltaics; Engineering; Product (category theory); Test data; Copper indium gallium selenide solar cells; New product development; Reliability engineering; Solar cell; Photovoltaic system; Reliability (semiconductor),http://dx.doi.org/10.1109/irps.2012.6241825,conference article,Dow Chemical Company,gb
1055,138-967-162-865-416,Embedding Passive Intelligence into Building Envelopes: A Review of the State-of-the-art in Integrated Photovoltaic Shading Devices☆,2017,"Abstract Facades represent both a physical barrier between inside and out, and a phenomenological medium to manifest architecture in terms of style, impression, school of thought or personal statement of their designers. With recent advancement in technology, facades are presenting themselves more and more as a canvas to put the idea of integrated design into practice and that is where the idea of Integrated Facade System (IFS), in general, and photovoltaic (PV) integrated shading devices, in particular, are probably born. This paper sets out to review the-state-of-the-art literature on integrated PV shading devices and their application to highly and fully glazed facades with an aim to investigate the influential factors, parameters and strategies as well as assessment methods and indicators for measuring energy performance of buildings where such technologies are used, by means of systems theory approach. 49 papers were found and reviewed for this study and some unexpected outcomes were revealed. The results indicate that most of the research is about how calibration of the parameters influences the performance of the system. It also reveals that there are very few studies on the PV integrated shading devices where a holistic approach has been used for system evaluation which take comprehensive account of all influential factors. Based on the findings of this paper, it is advisable that there is a need for more in-depth study of system configurations under the specific circumstances which are highlighted in this paper.",Architecture; Engineering; Architectural engineering; Integrated design; School of thought; Statement (computer science); Facade; Photovoltaic system; Facade engineering; Systems theory,http://dx.doi.org/10.1016/j.egypro.2017.03.259,journal article,University of Brighton,gb
1056,139-399-482-842-559,Reduction of optical losses in colored solar cells with multilayer antireflection coatings,2011,"Solar modules are becoming an everyday presence in several countries. So far, the installation of such modules has been performed without esthetic concerns, typical locations being rooftops or solar power plants. Building-integrated photovoltaic (BIPV) systems represent an interesting, alternative approach for increasing the available area for electricity production and potentially for further reducing the cost of solar electricity. In BIPV, the visual impression of a solar module becomes important, including its color. The color of a solar module is determined by the color of the cells in the module, which is given by the antireflection coating (ARC). The ARC is a thin film structure that significantly increases the amount of current produced by and, hence, the efficiency of a solar cell. The deposition of silicon nitride single layer ARCs with a dark blue color is the most common process in the industry today and plasma enhanced chemical vapor deposition (PECVD) is mostly used for this purpose. However, access to efficient, but differently colored solar cells are important for the further development of BIPV. In this paper, the impact of varying the color of an ARC upon the optical characteristics and efficiency of a solar cell is investigated. The overall transmittance and reflectance of a set of differently colored single layer ARCs are compared with multilayered silicon nitride ARCs, all made using PECVD. These are again compared with porous silicon ARCs fabricated using an electrochemical process allowing for the rapid and simple manufacture of ARC structures with many tens of layers. In addition to a comparison of the optical characteristics of such solar cells, the effect of using colored ARCs on solar cell efficiency is quantified using the solar cell modeling tool PC1D. This work shows that the use of multilayer ARC structures can allow solar cells with a range of different colors throughout the visual spectrum to retain very high efficiencies.",Solar mirror; Solar simulator; Optics; Solar cell efficiency; Materials science; Photovoltaic thermal hybrid solar collector; Solar power; Solar cell; Photovoltaic system; Plasmonic solar cell; Optoelectronics,http://dx.doi.org/10.1016/j.solmat.2011.03.005,journal article,Energy Institute,gb
1057,152-043-086-708-423,The potential to exploit use of building-integrated photovoltaics in countries of the Gulf Cooperation Council,2009,"The use of renewable forms of energy is important throughout the world, not just in countries where there are concerns over the availability of fossil fuels. In order to develop and promote suitable energy policies for the future it is necessary to gain an understanding of stakeholder views in all countries, including those with substantial fossil fuel reserves. The volume of construction work in the Gulf Cooperation Council (GCC) countries has recently been at unprecedented levels, with a huge environmental impact from construction and also from potential future energy demands. The aim of this paper is to assess the potential to exploit use of a particular, but valuable, renewable energy option: building-integrated photovoltaics (BIPV) in those countries. Such exploitation could offset, at least in some part, the future environmental burdens. A large-scale survey, followed by a number of in-depth interviews, has been undertaken in order to examine the use of BIPV. Empirical research findings are presented, and then analysed in order to determine the current viability of a large-scale expansion of BIPV in the GCC region. The research indicates that the main factors hindering expansion are high costs and the negative public perception of BIPV in the countries concerned. Proposals are therefore provided to assist the development of suitable policies and the wider introduction of viable BIPV in the GCC markets.",Building-integrated photovoltaics; Empirical research; Forms of energy; Engineering; Energy policy; Environmental impact assessment; Exploit; Natural resource economics; Renewable energy; Stakeholder; Economic growth,http://dx.doi.org/10.1016/j.renene.2008.07.002,journal article,University of Sheffield,gb
1058,154-251-347-579-80X,Design and optical characterisation of an efficient light trapping structure for dye-sensitized solar cell integrated windows,2018,"Windows integrated with semi-transparent photovoltaics (PVs) such as Dye-Sensitized Solar Cells (DSSCs) show good potential in improving building performance, in terms of providing daylight, reducing unnecessary solar heat gain and also generating electricity onsite. However, low cell efficiency remains an obstacle for their applications in windows. Using light trapping structures in DSSCs shows the potential to improve solar to electrical conversion efficiency. In this work, different pyramid-patterned titanium dioxide (TiO2) geometries are designed to enhance the photon absorption in DSSCs, and characterised using a Monte-Carlo algorithm based 3D ray-tracing simulation. Various studies were carried out under average irradiation, spectrum dependent irradiation and different solar incidental angles, respectively. The simulation results at the average irradiation wavelength (540 nm) were compared to those from a previous study using Scanning Photocurrent Microscopy (SPCM) and a reasonable agreement has been achieved. It was found that the structure based on the pyramid array of side wall angle 54.7° can significantly enhance light absorption by up to ~25% and the maximum achievable photocurrent density (MAPD) by up to ~45% across the spectrum of 380–800 nm, when compared to a planar control counterpart.",Irradiation; Materials science; Energy conversion efficiency; Photocurrent; Solar gain; Dye-sensitized solar cell; Optoelectronics; Photovoltaics; Absorption (electromagnetic radiation); Wavelength,http://dx.doi.org/10.1007/s12273-018-0485-1,journal article,University of Nottingham,gb
1059,155-596-632-249-930,Understanding the effects of sand and dust accumulation on photovoltaic modules,2012,"Numerical and analytical models of sand and dust particle accumulation on photovoltaic modules in dry regions are presented and supported by a laboratory investigation of sand particle accumulation on a glass surface. Both models and the experimental data indicate that the reduction in the free fractional area can be described by an exponential decay resulting from the formation of clusters of particles. Such clusters can support particles in upper layers which reduce the available area for photon capture by a much smaller amount than particles resting directly on the glass surface. The results qualitatively describe existing field data beyond the linear regime and are developed to account for field conditions, including analysis of photovoltaic module tilt, humidity and wind speed. This investigation is intended as a basis of an engineering design tool to assess the case for including photovoltaics in dry regions.",Particle; Reduction (mathematics); Cluster (physics); Humidity; Wind speed; Exponential decay; Materials science; Photovoltaic system; Simulation; Photovoltaics; Mechanics,http://dx.doi.org/10.1016/j.renene.2012.06.007,journal article,Northumbria University,gb
1060,156-684-127-765-156,ASSESSMENT OF THE POSSIBILITIES OF BUILDING INTEGRATED PV SYSTEMS OF 1 kW ELECTRICITY GENERATION IN BANJA LUKA,2013,"The paper focuses on the analysis and assessment of the possibilities of building integrated PV (BIPV) systems of 1 kW electricity generation in Banja Luka in the Republic of Srpska. Special attention was paid to average monthly sum of global solar irradiation per square meter received by horizontally, optimally and vertically inclined and south-oriented solar modules of 1kW BIPV system and total for year electricity production from 1 kW BIPV system with horizontally, optimally and vertically inclined and south-oriented solar modules of different materials for Banja Luka, obtained by PVGIS. In addition, comparison was made of total for year electricity production of 1kW BIPV system with horizontal, optimal and vertical inclination and south-oriented solar modules of monocrystalline silicon, CdTe and CIS in Banja Luka. The research estimated the proportion of BIPV systems power generation according to different types of PV modules and installation methods. The data could serve as a useful reference for the application of BIPV systems in buildings.",Building-integrated photovoltaics; Automotive engineering; Monocrystalline silicon; Environmental science; Photovoltaic system; Electricity generation; Solar energy,http://doisrpska.nub.rs/index.php/conterporarymaterials3-1/article/view/554,journal article,University of Niš,gb
1061,160-780-606-281-831,Potential of building integrated and attached/applied photovoltaic (BIPV/BAPV) for adaptive less energy-hungry building’s skin: A comprehensive review,2020,"Abstract The inclusion of photovoltaic (PV) technologies add extra functionalities in a building by replacing the conventional structural material and harnessing benign electricity aesthetically from PV. Building integration (BI) and building attached/applied (BA) are the two techniques to include PV in a building. Currently, first, and second-generation PV technologies are already included for BIPV and BAPV application in the form of wall, roof, and window whereas third generation PVs are under rigours exploration to find their potential suitability. To alleviate enhanced temperature from both BIPV and BAPV, active and passive cooling can be introduced, however passive techniques are influential in trimming down the temperature for retrofit building. Shading from snow, dust cover and nearby building can be an obstacle for BIPV/BAPV application. The hydrophobic (icephobic) self-cleaning coating is suited for snow covering PV while hydrophobic and hydrophilic are both applicable for anti-soiling. Electric vehicles, autonomous switchable glazing, low heat loss glazing and lightweight BIPV are the different future application for PV in BI and BA integration.",Building-integrated photovoltaics; Automotive engineering; Energy (signal processing); Electricity; Roof; Coating; Environmental science; Photovoltaic system; Glazing; Passive cooling,http://dx.doi.org/10.1016/j.jclepro.2020.123343,journal article,University of Exeter,gb
1062,161-752-283-887-588,Antagonistic fungal interactions influence carbon dioxide evolution from decomposing wood,2015,"Fungal species vary in the rate and way in which they decay wood. Thus, understanding; fungal community dynamics within dead wood is crucial to understanding decomposition; and carbon cycling. Mycelia compete for wood territory, by employing antagonistic; mechanisms involving changes in morphology, and production of volatile and diffusible; chemicals. This is metabolically costly, and may affect the rate of use of the resource. The; metabolic rate during pairwise interactions between wood decay ascomycetes and basidiomycetes; was determined by measuring CO2 production. CO2 evolution altered over; time, but changes were combination-specific. In only two combinations e when the; dominant competitor overgrew the opponent’s territory as mycelia cords e did CO2 evolution; increase over the course of the whole interaction. In most interactions, CO2 evolution; increased only after complete replacement of one competitor, suggesting utilisation of; the predecessor mycelium or differences in decay ability due to alteration of the resource; by the predecessor. There was no relationship between rate of CO2 evolution and combative; ability nor outcome of interaction.",Mycelium; Ecology; Dead wood; Metabolic rate; Community dynamics; Carbon dioxide; Botany; Carbon cycle; Biology,http://dx.doi.org/10.1016/j.funeco.2014.11.001,journal article,Cardiff University,gb
1063,174-806-979-225-817,A new regression model to predict BIPV cell temperature for various climates using a high-resolution CFD microclimate model,2019,"Understanding of cell temperature of Building Integrated Photovoltaics (BIPV) is essential in the calculation of their conversion efficiency, durability and installation costs. Current PV cell temp...",Durability; Building-integrated photovoltaics; Regression analysis; Computational fluid dynamics; Energy conversion efficiency; Process engineering; Microclimate; Environmental science,http://dx.doi.org/10.1080/17512549.2019.1654917,journal article,University of Nottingham,gb
1064,176-889-259-465-993,Monitoring results of CO2 avoidance with an 8.5 kWh solar electric generator integrated in a high rise commercial building in UK,2015,"Sustainable energy technologies have become very attractive and effective at the moment for use in the UK and other parts of the world as techniques for reducing carbon footprints in the building sectors. These include micro-wind turbines, photovoltaics, small hydro power generators and bio-tech systems. Besides building integrated solar electric generators otherwise referred to as building integrated photovoltaics (BIPV), which is aesthetically appealing and forms part of the applied building fabrics, most other options could deform the building aesthetics and require large spaces for both installation and operation especially, the wind turbine. These advantages and more make BIPV one of the most attractive sustainable energy technologies in contemporary building sectors at the moment. The technology involves the integration of photovoltaics (PV) modules into the fabric and shell of buildings like the roofs, asphalt shingles, facade materials and shading elements. Used in this way the integrated PV modules could replace conventional building materials thereby benefiting from improved capital cost and reduction of carbon footprint in the applied environment. However, one major lapse identified with previous studies had been the unavailability of numerical methods and quantification of the CO2 mitigated by applied low carbon technologies.; ; Using a parametric method with the aid of Kyoto platform software integrated into a state of the art SMA data technology, this paper assesses and quantifies the CO2 avoidance by a building integrated solar electric system applied in a business/commercial building in the UK.; ; The CO2 protection capacity of the solar electric system has been confirmed to be influenced by the different seasons of the year providing maximum environmental protection in the summer months.",Building-integrated photovoltaics; Engineering; Architectural engineering; Zero-energy building; Facade; Carbon footprint; Electricity generation; Photovoltaics; Building science; Low-energy house,http://dx.doi.org/10.1016/j.ijsbe.2015.10.003,journal article,University of Derby,gb
1065,181-316-131-528-548,Studying the outdoor performance of organic building-integrated photovoltaics laminated to the cladding of a building prototype,2019,"Abstract The outdoor dependence of module orientation and diurnal climatic conditions on the performance of Organic Photovoltaics (OPVs) configured for Building Integrated PV (BIPV) arrays is reported. The study focuses upon a Northern European climate and the significance of module orientation upon energy yield across diurnal, seasonal change and climatic conditions are discussed. It is shown that the optimum position of a BIPV facade depends upon season and that a south facing BIPV facade provides the greatest energy yield during winter months. The results also show how west-facing modules can significantly contribute to power generation during peak power periods (5–8 p.m.), which is imperative for balancing energy demand for buildings of the future and in particular supply the energy needs of buildings during peak hours in Northern Europe. Electrical characteristics under standard and part-load conditions were collated from laboratory scale OPV module experimental data and scaled for commercial-size modules in order to simulate BIPV arrays based upon OPVs. The simulated data is compared to experimental data and the closeness shows that BIPV systems based upon OPVs can be accurately simulated prior to installation. The system simulations compare typical energy demand profiles of small commercial buildings and illustrate that OPV arrays show strong potential to be used with excess energy generation for 8 months of the year based upon a 4.22kWp OPV system. Four 4.22kWp OPV systems scenarios have been investigated for (1) the highest annual energy generation, (2) architecturally evenly-spaced around the building (avoiding a North facade), (3) grid-balancing and (4) East-West split. Whilst Scenario 4 shows the lowest overall energy yield over the course of the year, energy production during peak hours is substantially higher than in other scenarios. The options presented show that OPVs are viable to use in BIPVs and can adequately meet the energy demand of a small commercial building during spring, summer and autumn in Norther Europe and can be adapted to end user's needs.",Building-integrated photovoltaics; Automotive engineering; Facade; Energy demand; Performance ratio; Excess energy; Laboratory scale; Environmental science; Electricity generation; Cladding (fiber optics),http://dx.doi.org/10.1016/j.solmat.2018.11.040,journal article,Bangor University,gb
1066,183-982-980-174-446,Methodology for Evaluating Innovative Technologies for Low-Energy Retrofitting of Public Buildings,2017,"There is urgency to transform Europe into a low-carbon economy to reduce the risk of climate change and achieve sustainable energy security. One of the most cost-effective measures to meet energy reduction targets, as clearly specified in the “European Economic Recovery Plan”, is to address performance of existing building stock. Buildings account for about 40% of the EUenergy consumption and one third of the GHG emissions. In particular, the state of the European building stock contains a high improvement potential. REtrofitting Solutions and Services for the enhancement of Energy Efficiency in Public Edification (RESSEEPE) is an EU funded project that focuses on the refurbishment of existing public buildings in three European cities: Coventry (UK), Barcelona (SP) and Skelleftea (SW). The aim of the project is to bring together design and decision making tools and innovative building fabric manufacturers to collaborate and improve building performance through low impact retrofitting interventions to achieve energy reduction in the region of 50%. The aim of this paper is to evaluate the process of low-energy retrofit and the selection and evaluation of low-energy technologies for retrofit. Specifically the paper looks at the decision making procedure to select advanced building technologies for high energy performance retrofitting, using Coventry University estates as a case study. The paper reviews innovative technologies and using analytical methods investigates the benefits of these potential technologies as applied to existing case study buildings within Coventry University. The interconnectivity of these buildings within the urban environment within which they sit is also evaluated.",Engineering; Architectural engineering; Building envelope; Interconnectivity; Efficient energy use; Economic recovery; Retrofitting; Low energy; Greenhouse gas; Stock (geology),http://dx.doi.org/10.1016/j.egypro.2017.03.1078,journal article,Coventry University,gb
1067,185-712-614-377-940,Conceptual design and performance evaluation of a hybrid concentrating photovoltaic system in preparation for energy,2018,"Concentrating sunlight and focussing it on smaller sized solar cells increases the device's power output per unit active area. However, this process tends to increase the solar cell temperature considerably and has the potential to compromise system reliability. Adding a heat exchanger system to regulate this temperature rise, can improve the electrical performance whilst simultaneously providing an additional source of low temperature heat. In this study the performance of a low concentrator photovoltaic system with thermal (LCPV/T) extraction was conceptualised and evaluated in depth. An experimental analysis was performed using a first-generation prototype consisting of 5 units of Cross Compound Parabolic Concentrators (CCPC) connected to a heat extraction unit. A bespoke rotating table was used as experimental apparatus to effectively evaluate the optical performance of the system, as a function of its angular positions to replicate the motion of actual sun. Key design performance parameters for the LCPV/T collector are presented and discussed. This work also provides a useful technique to effectively calculate system performance, as a function of the orientation-dependant electrical characterisation parameters data. Finally, a Computational Fluid Dynamics (CFD) model was also applied to investigate the efficacy of the heat exchanger and hence estimate the overall co-generation benefit of using such optimisation techniques on realistic CPV systems. It was highlighted through these simulations that the water flow rate had the potential to be a critical power-generation optimisation criterion for LCPV-T systems. The maximum power output at normal incidence with concentrators and no water flow was found to be 78.4 mW. The system was found to perform with an average electrical efficiency ranging between 10 and 16% when evaluated at five different geographic locations. Experimental analysis of the data obtained showed an increase in power of 141% (power ratio 2.41) compared to the analogous non-concentrating counterpart. For example, in the case of London which receives an annual solar radiation of 1300 kWh/m2 the system is expected to generate 210 kWh/m2. This may reduce further to include losses due to temperature, reflectance/glazing losses, and electrical losses in cabling and inverter by up to 36% leading to an annual power output of 134 kWh/m2 of module.",Heat exchanger; Maximum power principle; Electrical efficiency; Power (physics); Automotive engineering; Solar cell; Water flow; Environmental science; Photovoltaic system; Glazing,http://dx.doi.org/10.1016/j.energy.2017.12.127,journal article,University of Exeter,gb
1068,193-812-560-847-609,Validation of a Climatic CFD Model to Predict the Surface Temperature of Building Integrated Photovoltaics,2015,"Abstract The current market of the photovoltaic (PV) industry is dominated by silicon-based modules, which are malfunctioned and degraded in higher temperatures mainly above 25 °C. Consequently, one of the challenges for such modules is finding a more efficient way in their integration into the buildings in order to reduce the mentioned temperature. The present work is a part of a comprehensive framework toward the investigation of the lifetime durability of the BIPV modules. Therefore, this paper explain the development and validation of a computational fluid dynamics (CFD) model to be later utilized to evaluate the temperature distribution of BIPV's surfaces under different arrangements and climate loadings. For this purpose, a high resolution 3D CFD model is firstly developed by generation of about 3 million cells. Then, the model is validated with a velocimetry experimental dataset from the same model tested in a wind tunnel experiment by [6] . Furthermore, the solar radiation is added into simulation to model the non-isothermal condition of the BIPV module. The non-isothermal case is further validated with a thermography observation conducted by [5] where a solar simulator is installed inside the tunnel. The simulation results show that the developed model can accurately simulate the impact of 3D flow over/underneath the PV modules.",Wind tunnel; Building-integrated photovoltaics; Solar simulator; Engineering; Velocimetry; Aerospace engineering; Computational fluid dynamics; Thermography; Photovoltaic system; Photovoltaics; Mechanical engineering,http://dx.doi.org/10.1016/j.egypro.2015.11.348,journal article,University of Nottingham,gb
1069,102-883-890-482-056,The evolution of economic and environmental cost for crystalline silicon photovoltaics,2000,"Photovoltaics present a difficult tradeoff to policy makers: on the one hand, they offer clear resource and environmental advantages over fossil-fuel-based electricity generation; on the other hand, they remain more expensive than conventional technology in most grid-connected applications. However, the dynamics of this tradeoff are changing as the technology develops. This paper presents a series of sensitivity analyses designed to illustrate the influence of various performance-related factors on both economic cost and environmental performance of building integrated photovoltaics. The authors then discuss a range of factors that are likely to stimulate further improvements and estimate the impact of these improvements over time on the combined carbon abatement cost of photovoltaics. If these trends continue, and there is a number of reasons to suggest that they will, BiPV cladding systems could be a cost effective means of abating CO2 emissions in European locations by 2010.",Building-integrated photovoltaics; Engineering; Environmental economics; Economic cost; Economic impact analysis; Solar cell; Electricity generation; Solar energy; Photovoltaics; Resource (project management); Environmental engineering,http://dx.doi.org/10.1016/s0301-4215(00)00088-4,journal article,Ernst & Young,gh
1070,001-722-008-356-644,Cross-Cutting Technologies for Developing Innovative BIPV Systems in the Framework of the PVadapt Project,2020,"In the framework of the PVadapt H2020 project, a sustainable and fully adaptable building-integrated photovoltaic–thermal (BIPVT) system of substantially lower cost than conventional in-market solutions will be developed. A flexible automated process will be employed to produce PV modules as well as elements with integrated heat pipe-based heat recovery. These active energy components will be combined with passive components with structural, thermal, and other functions to produce prefabricated modules. A smart envelope System, featuring grid connectivity, load prediction/shifting, and insolation/temperature predictive algorithms, will be integrated in the BIPVT to maximize energy efficiency and cost saving. The unit cost of production, the levelized cost of energy (LCOE), and the payback period of the multifunctional BIPVT module will be below 200 €/m2, 2 ct/kWh, and 10 years, respectively.",Building-integrated photovoltaics; Heat recovery ventilation; Payback period; Automotive engineering; Grid; Efficient energy use; Computer science; Cost of electricity by source; Electronic component; Unit cost,http://dx.doi.org/10.3390/proceedings2020065006,journal article,National Technical University of Athens,gr
1071,010-366-188-485-766,Photovoltaics in urban environment: A case study for typical apartment buildings in Greece,2012,"Abstract This paper aims at estimating the potential of PV systems applied on buildings (BAPVs) within a typical Greek building block. For the purpose of the study a block located in the municipality of Thessaloniki in northern Greece was chosen. The block consists of multistory residential buildings of various heights and represents the typical Greek building block. A detailed shading study of photovoltaic (PV) systems in the residential building block was carried out and is presented in the paper. The shading study was carried out using the Google Sketchup and PVsyst software tools, leading to significant conclusions firstly about shading losses of PVs in multistory building topologies and secondly about the actual available areas for PVs in a typical urban building block. Finally, an economic assessment of the PV systems examined was carried out, focusing on their feasibility and based on the feed-in tariff terms which have been enacted exclusively for residential PV installations since 2009. It was found that the majority of installations have a maximum six-year payback period.",Engineering; Payback period; Civil engineering; Architectural engineering; Tariff; Block (telecommunications); Apartment; Urban environment; Urban building; Photovoltaic system; Photovoltaics,http://dx.doi.org/10.1016/j.renene.2012.06.009,journal article,University of Western Macedonia,gr
1072,024-440-214-672-364,Technoeconomic assessment of a building-integrated PV system for electrical energy saving in residential sector,2003,"This paper describes the installation, technical characteristics, operation and economic evaluation of a grid-connected building-integrated photovoltaic system (BIPV) installed in Northern Greece, and in particular in the city of Kastoria. The technical and economical factors are examined using a computerized renewable energy technologies (RETs) assessment tool. A number of different economic and financial feasibility indices are calculated for different financing scenarios in order to assess the gross return of the investment. Useful conclusions were drawn regarding the feasibility of BIPV systems and their potential for increased energy market penetration.",Building-integrated photovoltaics; Engineering; Environmental economics; Cash flow; Renewable energy; Operations management; Economic evaluation; Energy market; Residential sector; Photovoltaic system; Electric potential energy,http://dx.doi.org/10.1016/s0378-7788(02)00229-3,journal article,Democritus University of Thrace,gr
1073,047-118-525-439-817,Assessment of fixed shading devices with integrated PV for efficient energy use,2012,"Abstract The use of external fixed shading devices to adjust solar influx radiation and to save energy is well known. However, fixed shading devices can reduce daylight availability, increase artificial light needs and block the beneficial winter solar radiation. This paper is part of a research on the characteristics of the optimum shading device. The aim is to investigate the balance between the energy needs for heating and cooling the space that the shading device is used for and the energy that is used for lighting the same space and the energy that the shading device can produce. In order to investigate the balance between the above mentioned parameters, thirteen types of fixed shading devices have been studied and categorized according to their energy performance, for a single occupant office room. The same office room is tested for two different Mediterranean latitudes in Athens and in Chania, Crete in Greece and for two different south facing windows’ sizes. The thermal behavior of the devices is assessed through computer simulation application and the daylight analysis is assessed with both computer simulation and physical modeling. Stable parameters were the internal loads in the office room, the south orientation of the facade and the type of glazing. Variable parameter was the type of the fixed shading device. The study shows that all shading devices with integrated south facing PV can efficiently produce electricity which may be used for lighting. The study highlights the fact that shading devices such as Surrounding shading, Brise–Soleil full facade and Canopy inclined double work efficiently against thermal and cooling loads and may be used to produce sufficient electricity and control daylight. The study defines the geometrical parameters that will be incorporated to the overall characteristics of the optimum fixed shading device and proposes new fields of development for the BIPV technologies.",Building-integrated photovoltaics; Thermal comfort; Daylight; Automotive engineering; Shading; Efficient energy use; Facade; Environmental science; Electricity generation; Glazing,http://dx.doi.org/10.1016/j.solener.2012.05.026,journal article,Technical University of Crete,gr
1074,059-619-508-340-023,A virtual reality study of surrounding obstacles on BIPV systems for estimation of long-term performance of partially shaded PV arrays,2013,"This work presents a new analytical method to evaluate the efficiency of PV systems working in partial shading conditions by taking into account the effect of surrounding obstacles. A mathematical procedure to determine the shadowed area on PV modules, depending on the location of the PV system and obstacles nearby the array has been implemented. This methodology allows the study of the power losses present in the PV systems due to partial shading conditions as well as its effect on the evolution of the maximum power point of the array. The application of this methodology on the behavior of three PV systems located in different cities of Turkey, such as Istanbul, Izmir, and Antalya, working under the same conditions of obstacle surrounding, along a year is presented.",Building-integrated photovoltaics; Maximum power principle; Engineering; Power (physics); Automotive engineering; Shading; Virtual reality; Obstacle; Point (geometry); Photovoltaic system; Simulation,http://dx.doi.org/10.1016/j.renene.2013.05.040,journal article,Ege University,gr
1075,062-937-678-146-217,Experimental validation of an improved concept of building integrated photovoltaic panels,2011,"Abstract Recent progress in the implementation of the Energy Performance of Buildings Directive resulted in a significant increase of rooftop PV installations in European buildings. In certain cases the PV installation is extended to cover also south- or west-facing walls byair cooled Building Integrated PV panels (BIPV). The cooling effect maintains a highconversion efficiency of the panels and the heated air may be exploited by the HVAC or service water heating system. Sizing and design of the double facade system is critical to its energetic performance. In this paper, the transient thermal behavior of the basic structural module of a double-skin photovoltaic facade is experimentally investigated in real insolation conditions.Theresults are employed in the validation and further improvement of integration of a BIPV concept to the HVAC system of a building.",Building-integrated photovoltaics; HVAC; Engineering; Civil engineering; Automotive engineering; Photovoltaic mounting system; Sizing; Facade; Experimental validation; Transient (oscillation); Photovoltaic system,http://dx.doi.org/10.1016/j.renene.2011.05.034,journal article,University of Thessaly,gr
1076,079-517-660-059-306,Analysis of spatial fixed PV arrays configurations to maximize energy harvesting in BIPV applications,2015,"This paper presents a new approach for efficient utilization of building integrated photovoltaic (BIPV) systems under partial shading conditions in urban areas. The aim of this study is to find out the best electrical configuration by analyzing annual energy generation of the same BIPV system, in terms of nominal power, without changing physical locations of the PV modules in the PV arrays. For this purpose, the spatial structure of the PV system including the PV modules and the surrounding obstacles is taken into account on the basis of virtual reality environment. In this study, chimneys which are located on the residential roof-top area are considered to create the effect of shading over the PV array. The locations of PV modules are kept stationary, which is the main point of this paper, while comparing the performances of the configurations with the same surrounding obstacles that causes partial shading conditions. The same spatial structure with twelve distinct PV array configurations is considered. The same settling conditions on the roof-top area allow fair comparisons between PV array configurations. The payback time analysis is also performed with considering local and global maximum power points (MPPs) of PV arrays by comparing the annual energy yield of the different configurations.",Energy harvesting; Building-integrated photovoltaics; Maximum power principle; Engineering; Automotive engineering; Shading; Point (geometry); Nominal power (photovoltaic); Photovoltaic system; Electricity generation; Simulation,http://dx.doi.org/10.1016/j.renene.2014.10.041,journal article,Ege University,gr
