Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
M29LNL53,conferencePaper,2015,"Zhang, Xin; Du, Jiangtao",Lighting performance in office buildings with BIPV facades: visual and non-visual effects,Proceedings of Solar World Congress 2015 (International Solar Energy Society),,,,https://researchportal.bath.ac.uk/en/publications/lighting-performance-in-office-buildings-with-bipv-facades-visual,,2015,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,Lighting performance in office buildings with BIPV facades,,,,,,,English,,,,,researchportal.bath.ac.uk,,,,/Users/jmccarty/Zotero/storage/RPJQL2GE/lighting-performance-in-office-buildings-with-bipv-facades-visual.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solar World Congress 2015 (International Solar Energy Society),,,,,,,,,,,,,,,
GLSAQ9Z6,journalArticle,2015,"Corrao, Rossella; Pastore, Luisa; Morini, Marco",Optical Performance Evaluation of DSSC-integrated Glassblocks for Active Building Façades,INTERNATIONAL JOURNAL OF MODERN ENGINEERING RESEARCH,,2249-6645,,https://pure.unipa.it/it/publications/optical-performance-evaluation-of-dssc-integrated-glassblocks-for-3,,2015,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,01.Jun,,,Vol. 5,,,,,,,,,,English,,,,,pure.unipa.it,,,,/Users/jmccarty/Zotero/storage/D2S6FWKM/optical-performance-evaluation-of-dssc-integrated-glassblocks-for-3.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUYS9AQF,report,2015,"Frontini, Francesco; Bonomo, Pierluigi; Chatzipanagi, Anatoli; Van den Donker, Menno; Verbene, Guus; Sinapis, Kostas; Folkerts, Wiep",Building Integrated Photovoltaics. Report 2015,,,,,https://repository.supsi.ch/7202/,"Building Integrated Photovoltaics (BIPV) is about multifunctional building elements that generate electricity. BIPV therefore brings the worlds of construction and photovoltaics together with all the challenges and chances inherent to such a change of paradigm. After more than 20 years of R&D, the market for building-integrated photovoltaics (BIPV) has kicked off with very interesting products and elegant showcase projects. The birth of this market has been based on an enormous progress in PV technology development (cost-wise and performance-wise), together with the vision of some leading architects and industries. Today the European BIPV market is supported by approximately 200 commercially available products. The SUPSI-SEAC report 2015 gives a comprehensive overview of BIPV, its product classification, its price levels, its available products and its example projects. The report starts off with an adapted classification of BIPV systems according to the most recent developments in the market. We believe that this classification system serves the purpose of understanding the market segmentation and the product segmentation in BIPV. Three main application areas are distinguished: Pitched roofs, flat & curved roofs and façades. The application areas are sub-divided into thirteen different product categories. A short description and a photograph of an application is given per product category. Next, we investigate the price levels for the various product categories. The investigation was made by asking Dutch and Swiss BIPV installers to quote on a fictional building. PV products were found to be priced about 200 €/m2 above conventional roof products like tiles or shingles. In façade systems, this is different. PV products were priced very similar to conventional façades made from materials like wood, stone or glass. A major factor in the price levels of the BIPV applications was whether standard size PV panels or nonstandard size PV panels were used. In the first case BIPV pricing could come close to conventional PV pricing. In the second case the price could be a factor 3 higher than conventional PV applications. We also present our updated database of BIPV products available. It consists of 108 BIPV products that are commercially available in Europe, with a focus on the Dutch and Swiss markets. The database evolved out of the networks of SEAC and SUPSI together with results of our internet search and trade fair visits. In earlier publications, the market analysis made through the database of the SUPSI website and the published BIPV report by SEAC showed that the most common products for roof applications were “In-roof mounting systems”, while “solar glazing” and “cold façades” (”cladding”) represented the majority of façade applications. In this new analysis, we find that the most abundantly populated product categories are “Full roof solution” and “Solar glazing”. The least occupied product groups are “PV membranes”, “Metal panels” and “Warm façades”. Judging from the sheer amount of products available, rooftop applications have the largest market share within BIPV. In the utility and commercial segments, façade BIPV systems are expected to gain importance. The key market driver for this segment is the European Directive 2010/31/EU, which states that each new building should be made ‘nearly zero energy’ from 2020 onwards. Façade PV systems are essential to meet this demand, as in many utility and commercial buildings the roof is simply not large enough to generate all the required energy. The dominant PV technology in BIPV is found to be crystalline silicon (c-Si). Nonetheless, relatively high market shares for thin film technology of up to 25% are found. Thin film PV technology is getting significant attention especially in façade systems, because of its homogeneous color (black) appearance and a lower price per m2. A potential market opportunity lies in lightweight flexible thin film products for application on curved surfaces and flat roofs with small weight capacity. Many example projects can be found, but commercially available products are not easy to find, and do not appear in this year’s database. Eight examples of BIPV projects are described from various product categories and application areas. We hope these existing projects will serve as catalysts, from which more architects, construction companies and end-users will get stimulated to apply BIPV solutions in their buildings. Finally, we wish to look ahead towards a successful BIPV future. In our vision, the further development of the BIPV market in Europe will depend on a number of key factors. Three of those factors are related to a stable predictable market situation:  ◆ A stable and predictable roadmap of building directives and regulations: BIPV as the way to meet energy regulations for buildings and at the same time satisfy value drivers in the building industry (investor’s value, architectural quality, comfort); ◆ Development of European harmonized standards, technical rules and building codes in order to allow BIPV products to address the complete European market; A stable and predictable roadmap of financial incentives (market stimulation) for PV application in general. Other success factors are related to product positioning, supply chain and cooperation between sectors:  ◆ Concerted efforts by players in the BIPV supply chain to work together in accordance with a collaborative and integral design/building process. BIPV will require not only a technological integration but an integration in the whole building process; ◆ Smart engineering and manufacturing of BIPV products such that low cost (€/Wp as well as €/m 2) can be combined with the high mix requirements from the building market. In the meantime, a way to approach the price-challenge would be to sell BIPV in a “irrational way”. That is as a feel-good product, a fashion product and/or a status product. This will take the buying decision away from considerations like payback time. ◆ A broad support and acceptance of the central BIPV vision: i.e. that BIPV can be considered as a building material producing energy; ◆ Europe is a front runner in policy development on sustainability (building codes, incentives). Furthermore the European industry is well positioned as a supplier of high mix product offerings based on smart engineering and innovative technology. Therefore we believe that BIPV is a very promising product-market combination for European industry!",2015,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,Scuola Universitaria professionale della Svizzera italiana,,en,,Report,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/YCPHKBRN/Frontini et al. - 2015 - Building Integrated Photovoltaics. Report 2015.pdf; /Users/jmccarty/Zotero/storage/NC8F7WSS/7202.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3UKK2HBW,webpage,,,Benefits of a translucent building envelope made of DSC-integrated glass blocks,,,,,https://iris.unipa.it/handle/10447/160055?mode=full.32,,,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,,,,,,,,,,,/Users/jmccarty/Zotero/storage/RAHU7IQG/160055.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU9TK9TV,conferencePaper,2015,"Valckenborg, R.M.E.; Hensen, J.L.M.; Folkerts, W.; Vries, de A.; Building Performance",Characterization of BIPV(T) applications in research facility ‘SOLARBEAT’,"European Photovoltaic Solar Energy Conference (EUPVSEC, 14-18 September 2015, Hamburg, Germany",,,,https://research.tue.nl/nl/publications/ba6c9dce-847d-4e6c-8978-8dd9421a9e30,"The SolarBEAT facility is an outdoor Research & Development infrastructure for innovation on BIPV(T). The facility is a cooperation between SEAC and the Technical University Eindhoven and is located in the Netherlands. It has been founded early 2014 and has grown rapidly to its full capacity at the moment: a total of 6 projects are testing 8 different BIPV prototypes on one full year performance in realistic outdoor conditions. Performance (Ratio) is measured according to the norms and best practices. The secondary standard Solar Measurement Station is checked continuosly with the measurements of the nearby official Dutch meteorological institute (KNMI). Data is coming in flawless from more than 500 sensors. The daily data stream sums up to more than one million data points which are imported by a central relational (SQL-based) server. Much care is taken that every data point is synchronized with atomic time within 5 seconds, which makes a comparison between different projects possible. Moreover, at SolarBEAT, reliability issues can be checked by using professional equipment a.o. Infrared Thermography (IRT), and in-house developed outdoor Electroluminescence (EL).",2015,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,,en,,,,,www.narcis.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBWMSXVX,journalArticle,2015,"Xu, Ran; Wittkopf, Stephen",Visual assessment of BIPV retrofit design proposals for selected historical buildings using the saliency map method,Journal of Facade Design and Engineering,,"2213-302X, 2213-3038",10.3233/10.3233/FDE-150022,http://jfde.tudelft.nl/index.php/jfde/article/view/911,"DOAJ is a community-curated online directory that indexes and provides access to high quality, open access, peer-reviewed journals.",01.06.15,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,235-254,,03.Apr,2,,,,,,,,,,en,,,,,doaj.org,,Publisher: TU Delft Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHTY44IB,journalArticle,2015,"Akata, Martial Aloys Ekoe a; Njomo, Donatien; Mempouo, Blaise",The effect of building integrated photovoltaic system (Bipvs) on indoor air temperatures and humidity (Iath) in the tropical region of Cameroon,Future Cities and Environment,,,10.1186/s40984-015-0002-y,https://paperity.org/p/76496562/the-effect-of-building-integrated-photovoltaic-system-bipvs-on-indoor-air-temperatures,"Paperity: the 1st multidisciplinary aggregator of Open Access journals & papers. Free fulltext PDF articles from hundreds of disciplines, all in one place",01.12.15,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,"Volume 1, Issue 1",,,,,,,,,,,,,,,,paperity.org,,Publisher: Springer International Publishing,,/Users/jmccarty/Zotero/storage/EVE4QVKH/Akata et al. - 2015 - The effect of building integrated photovoltaic sys.pdf; /Users/jmccarty/Zotero/storage/TJWQ4UDR/the-effect-of-building-integrated-photovoltaic-system-bipvs-on-indoor-air-temperatures.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8TDNS57Z,journalArticle,2015,"Attia, S.; Favoino, F.; Loonen, R. C. G. M.; Petrovski, A.; Monge-Barrio, A.",Adaptive façades system assessment: An initial review,"10th Conference on Advanced Building Skins, 3-4 November 2015, Bern, Switserland",,,,https://research.tue.nl/en/publications/adaptive-fa%C3%A7ades-system-assessment-an-initial-review,,2015-11,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,1275-1283,,,,,,Adaptive façades system assessment,,,,,,,English,,,,,research.tue.nl,,Publisher: Economic Forum,,/Users/jmccarty/Zotero/storage/YJEAP8XJ/Attia et al. - 2015 - Adaptive façades system assessment An initial rev.pdf; /Users/jmccarty/Zotero/storage/8R7TSM2T/adaptive-façades-system-assessment-an-initial-review.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MP7B6TU,bookSection,2016,"Boyd, Philippa; Schweber, Libby",How did we get opaque windows? - Mutual constitution of technology and the built environment,,978-952-15-3744-8,,,https://tutcris.tut.fi/portal/en/publications/proceedings-of-the-cib-world-building-congress-2016(108ce306-073c-469c-a178-b8aeab42a103).html,"Construction professionals are continually faced with the challenge of incorporating new technology into their buildings. Much of the current research treats innovations as a discrete entity, thereby overlooking the system properties of many innovations. Far from a bolt on process, implementation often involves extensive accommodation of both the technology and the building. Failure to appreciate this poses significant challenges to the project team, with unintended consequences for the project as a whole. A social construction of technology (SCOT) approach is used to explore the integration of Building Integrated Photovoltaic technology (BIPV) into three commercial projects. By exploring the succession of problems and solutions shaping the uptake of BIPV, the analysis also documents the mutual constitution of both the technology and the building in which it is located. The interest of BIPV lies in the bespoke, system nature of the innovation. Three decision modes are identified which help to explain how solutions can “lock in” features of either the technology or the building, often at the expense of the desired outcome. The research gives practical insights into how the incorporation of technology can shape the building into which it sits and how this processes occurs.",2016,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,693-705,,,IV,,,How did we get opaque windows?,,,,,Tampere University of Technology,"Tampere, Finland",en,,,,,centaur.reading.ac.uk,,Conference Name: 2016 World Building Congress ISSN: 1797-8904 Meeting Name: 2016 World Building Congress,,/Users/jmccarty/Zotero/storage/AB84VLQS/Boyd and Schweber - 2016 - How did we get opaque windows - Mutual constituti.pdf; /Users/jmccarty/Zotero/storage/XLYUA3G7/77940.html,,,,"Nenonen, S.; Junnonen, J.-M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDXNBDXH,journalArticle,2016,"Frontini, Francesco; Scognamiglio, Alessandra; Graditi, Giorgio; Polo Lopez, Cristina Silvia; Pellegrino, Michele",Od fotonaponskih materijala integrisanih u zgrade (BIPV) do komponente zgrade. From BIPV to building component.,BIBLID,,0350-1426,,https://repository.supsi.ch/7834/,"The present need to, dramatically, increase the renewable part of our energy supply is now pushing to maximize the Photovoltaics (PV) use on the building skins, making architectural and building integration a key issue. This will have an impact both in the building’s design by reducing the energy need by the building itself, and in the diffusion of renewable energies on site (near-by), which will produce the remaining part of energy if it is needed. PV will be gaining more and more relevance in the NZEBs design, thanks to its features and potentialities. “BIPV” is for technicians a well-known acronym to indicate PV module used in/on building when PV modules replace part of the traditional building elements of the envelope. Despite the discussion has been treated in several international projects and research programmes, settled up to find a common definition of BIPV and to help the PV manufactures to produce new innovative module suitable for their use in buildings, PV module are still not used on large scale in building and often are not considered at all by architect and designer as a further option in their projects. The paper tries to underline what are the main causes of this slowdown in the use of PV as building component. Possible solution are also presented especially in order to gives the main stakeholder affordable information of PV module as for a common building component. This paper will start from a review of current definitions used in the field of the use of PV in buildings, and will identify needs for further research. The starting point will be the experience of the authors in several international research project, in the International Energy Agency (SHC Task 41 Solar Energy and Architecture; SHC-ECBCS Task 40-Annex 52 Towards Net Zero Energy Solar Buildings) and, in particular, the participation in the EU 7th FP project “Construct PV”.",2016,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,49-54,,3,45,,,,,,,,,,,,,,,repository.supsi.ch,,Number: 3,,/Users/jmccarty/Zotero/storage/KUTUSITT/7834.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R7DVRGRX,conferencePaper,2016,"Frontini, Francesco; Saretta, Erika; Bonomo, Pierluigi",Colored BIPV glass modules: the “price” of aesthetics,,,,,https://repository.supsi.ch/7820/,"The use of renewable energy systems represents a crucial factor for realizing energy efficient constructions and achieving a significant energy and emissions savings in buildings. Photovoltaics (PV) is recognized as one of the most reliable solutions to be used in future buildings for producing electricity and transforming the building skin from a passive barrier towards a sensible, active and adaptive interface. In detail, Building Integrated Photovoltaic (BIPV) glass modules, used for transparent facades, skylights or balustrades, are a promising way to integrate solar energy into building envelope since they can contribute both in a passive and active way within the bioclimatic design. However, so far BIPV glass modules are still considered as a solution for exclusive constructions, due to design and installation complexity, additional requirements, higher costs in comparison to conventional photovoltaic modules and the “new” architectural language of the building skin. Within this framework Smart-Flex is an European project that aims to overcome some of the barriers by means of the demonstration of the flexible manufacturing of multifunctional BIPV glass elements at the industrial scale and their use for “conventional” buildings. Indeed, an intelligent and automatic manufacturing process has been developed, as well as a novel digital printing for glass. Thanks to such innovations, it is possible to customize the BIPV glass modules with the desired geometry, patterns and colors to replace perfectly the conventional building envelope components. However, the partial covering of the BIPV glass modules due to the printing, on one hand, contributes to design the aesthetical appearance of the facade but, on the other hand, it involves a “price to pay” in the final power output. Therefore, this paper focuses on experimental activities done by the authors to evaluate the electrical behavior of different colored modules developed in the framework of the Smart-Flex project with the goal to point out novel approaches for the customization and design of “active” coloured façades.",08.09.16,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,Colored BIPV glass modules,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/7MIGU5CC/7820.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHCVPMGF,webpage,,,Ugyldig lenke til dokument i vitenarkiv,,,,,https://www.unit.no/ugyldig-lenke-til-dokument-i-vitenarkiv,,,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,,nb,,,,,,,,,/Users/jmccarty/Zotero/storage/6W2CU8EN/ugyldig-lenke-til-dokument-i-vitenarkiv.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5JCF3YB,conferencePaper,2016,"Frontini, Francesco; Bonomo, Pierluigi; Polo Lopez, Cristina Silvia; Cais, Federico; Erban, Christof",Demonstration and monitoring of innovative BIPV shingles. Analysis of building and electrical performance in outdoor test-facilities,,,,,http://www.swissolar.ch/fileadmin/user_upload/Tagungen/14._pv-Tagung/poster/P10_Poster_SUPSI_A0_BiPV_WP4_2016.pdf,"In the framework of the European project Construct PV, SUPSI is responsible of the realization of a small-scale outdoor test-facility within the framework of demonstration activities. The object of the investigation is a BIPV solar shingle conceived for an easy-mounting and on-site customization, and it consists of a durable glazed panel (containing crystalline heterojunction solar cells provided by the partner Meyer Burger) integrated in a waterproofing back-sheet layer made of a bitumen-based membrane. On summer 2015 two small-scale demonstrators have been realized and installed at the SUPSI Campus. The test stands consist in two metallic structures supporting an orientable roof (1,8 x 3,0 m) where BIPV solar systems are installed. The complete roof structure has been installed: all the real building layers of the roof including substructures, supporting boards, moisture-control membranes, thermal insulation and ventilation air gaps have been built onto the load-bearing structure in order to simulate the real behavior of the systems (both in terms of constructive and electrical performances). The stands have been equipped with  temperature sensors (PT100), predisposed along each roof layer as well as at the back of the PV modules, MPPT aimed to measure the electrical performances (Pm, Voc, Isc and IV curves), some humidity sensors and an air flow meter. The stands are aimed both to demonstrate and disseminate the Construct PV technology (visits, professional development and student’s training, etc.) as well as to monitor the performance of the BIPV shingle (stand 1) in comparison to another BIPV roof system already existing in the market (stand 2). Energy production (performance ratio, temperature of modules, etc.) and building performances (watertightness, temperatures, ventilation, etc.) are analyzed and compared, showing strengthens and weaknesses of the technology in a multicriteria perspective involving both energy and constructive requirements.",22.02.16,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,"Bern, Switzerland",en,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/REU3Q7LJ/Frontini et al. - 2016 - Demonstration and monitoring of innovative BIPV sh.pdf; /Users/jmccarty/Zotero/storage/ED55X96I/7832.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationale Photovoltaik-Tagung 2016,,,,,,,,,,,,,,,
G8H29ME2,conferencePaper,2016,"Polo Lopez, Cristina Silvia; Frontini, Francesco; Bonomo, Pierluigi; Cais, Federico",Outdoor Characterization of Innovative BIPV Modules for Roof Application,,,,,http://www.eupvsec-proceedings.com/proceedings?fulltext=polo&paper=39594,"In the framework of the European project Construct PV, two different real scale roof mock-up have been installed, one at SUPSI campus in Lugano (Switzerland) and one at Tegola Canadese Headquarter in Vittorio Veneto (Italy). Purpose of this paper is the investigation of the BIPV solar shingle developed within the project that consists of a durable laminated PV glass (containing crystalline solar cells) integrated onto a waterproofing back membrane bitumen-based with the aim of ensuring an easy-mounting and on-site customization. The test-facilities are aimed to demonstrate and to show the Construct PV technology (visits, professional development and student’s training, etc.) as well as to monitor the main energy performance of the new BIPV shingle in comparison to other BIPV roof systems already on the market. Electrical BIPV performances (energy production, performance ratio, temperature of modules, etc.) and some building performances (watertightness, temperatures, ventilation, etc.) are analyzed and discussed, showing strengths and weaknesses of the technology in a multicriteria perspective involving both energy and constructive requirements. This paper presents the preliminary achievements of the monitoring campaign carried out during the first months of installation.",2016-06,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,2770-2778,,,,,,,,,,,,"Munich, Germany",,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/DWSZ2YHQ/7589.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32nd European Photovoltaic Solar Energy Conference and Exhibition,,,,,,,,,,,,,,,
URREJHDA,journalArticle,2016,"Norwood, Zack; Theoboldt, Ingo; Dan-Eric, Archer",Step-by-step deep retrofit and building integrated façade/roof on a 'million program' house,"Passipedia.org, Conference proceedings of the 20th annual passive house conference",,,,https://research.chalmers.se/en/publication/248009,"Kollektivhuset Stacken is a building from the “miljonprogrammet” – the housing program implemented in Sverige from 1964 to 1975 to ensure everyone could have an affordable home. Step-by-step, it achieves passive house standard, BIPV covers its electricity demand, and the indoor comfort is improved.",2016,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,,en,,,,,research.chalmers.se,,,,/Users/jmccarty/Zotero/storage/4MSBRFVL/248009.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDDK947E,conferencePaper,2016,"Saretta, Erika; Frontini, Francesco; Bonomo, Pierluigi",Laminated BIPV glass: approaches for the integration in the building skin,,,,,https://repository.supsi.ch/7821/,"When integrating PV cells in glass based building elements to form a laminated BIPV glass, the requirements on construction safety and the mechanical behaviour are particularly significant and higher than in conventional PV plants. When installed in facades, laminated BIPV glass can be installed with different mounting structures and fixing configurations that should ensure mechanical safety and adequate operational conditions (e.g. adequate resistance preventing excessive deflec-tions) along with the safety of users indoor or outside the building. However, so far, the BIPV glass elements are mainly tested as conventional PV products in accordance with the IEC 61215:2005. In detail, in order to assess the mechanical ability to withstand wind and/or snow loads, a standard load test is performed with a pass/fail criteria based on the absence of electrical damages rather than on the assessment of the static behaviour and the limit states for safety and/or operation. For example, the deflections are not evaluated in this approach even though they are an important parameter to check, especially where glass is used as primary building skin such as in case of curtain walls. This paper includes the evaluation of the deflections of laminated BIPV glass ele-ments resulting from the IEC mechanical testing, including the comparison with the limit states prescribed in the Eurocode and other recommendations for laminated glass to be used in buildings.",21.09.16,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,363-372,,,,,,Laminated BIPV glass,,,,,,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/9PVYT5DH/7821.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineered Transparency,,,,,,,,,,,,,,,
UV7PJEUG,bookSection,2016,"Bonomo, Pierluigi; Frontini, Francesco; Hecker, Robert",Supporting integration of photovoltaics in the building skin. A software tool for customized BIPV in a BIM-based process,,978-3-433-03187-2,,,https://repository.supsi.ch/7877/,"Building Integrated Photovoltaics (BIPV) means today the possibility for the building skin to produce renewable energy in a safe, reliable and affordable way. Façade engineering and planning plays a fundamental role in this challenge and BIPV, along with other innovative technologies and solutions, opens a concrete opportunity to address the target of nearly-Zero or Plus-Energy Building. Most of the BIPV applications in façades concern glazed systems where PV cells are included within a laminated glass (e.g. in curtain walls or structural façade). Integrating photovoltaic in surfaces of the building envelope, involves a strong integration of energy, electrical, architectural and construction requirements during the whole process, from early-design phase till to manufacturing and operation. A collaborative and integrated planning approach by architects, engineers and manufacturers becomes essential, so that the development of methods, models and tools oriented to optimally support an integrated planning and construction process (i.e. the BIM approach) is a crucial aspect of growing interest. In the framework of the European project Construct PV, the authors collaborated in developing a web-tool aimed to support, since the early design phase, the integrated design of a customizable BIPV component for the integration into the building skin, within an interoperable process based on Building Information Modeling (BIM). The tool allows the customization of both physical (light transmittance, power,..) and constructive (dimensions, layers,..) features with the goal to cover all the main possibilities in terms of product design, such as the module’s layering, the use of different materials (such as different glass types), the shape, the cell’s arrangement, etc. with the result to define a 3D geometry of the component in a realistic graphic environment. The second step focused on developing a plug-in to create interoperability with a BIM-based process. The research is expected to cover a first step for supporting the design of advanced systems of building envelope including customized BIPV elements for transparent façade, in the perspective of an integrated approach ensuring quality, transparency and time/cost benefits.",2016-10,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,Ernst & Sohn,,,,,,,repository.supsi.ch,,,,/Users/jmccarty/Zotero/storage/UYDGZSMF/7877.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVATHPP3,conferencePaper,2016,"Ritzen, M.J.; Masolin, A.; Heumen, S.; Vroon, Zeger A.E.P.; Geurts, C.P.W.; Building Physics",Long term performance measurements and PV testing in a BIPV field test with different amounts of ventilation,"EU PVSEC 2016, 20-24 June 2016, Munich, Germany",,,,https://research.tue.nl/nl/publications/4eed0ed2-170c-4381-8aeb-44161c67edc7,"PV integrated in the building envelope (BIPV) is seen as one of the key tracks to accelerate PV application in the built environment. However, integration might lead to decreased output and lifespan of PV modules due to less ventilation. To investigate this effect, a BIPV rooftop field test has been realized with 24 first generation Metallization Wrap Through (MWT) modules in 4 segments. The segments have different amounts of ventilation, ranging between forced and non-ventilated, and have been monitored for 3 years. In the non-ventilated segment, higher operating temperatures, higher daily temperature amplitudes and decrease in output have been measured, which increased over the monitoring period. At the end of the monitoring period, IV curves indicate a performance decrease between 7% and 60%, while EL images shows that the modules in the non-ventilated segment have more by-pass diode and cell failures. This study indicates the risk of failures in the investigated first generation MWT modules corresponding with typical damp heat and relative humidity cycle failures and indicates the value of long term field test measurements.",20.06.16,20.07.21 15:55,20.07.21 15:55,20.07.21 15:55,,,,,,,,,,,,,,en,,,,,www.narcis.nl,,,,,,,BIPV; field test; monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJYI45FU,webpage,2016,"Meijvogel, D. T.",De structuur van het innovatiesysteem van BIPV,,,,,http://essay.utwente.nl/71985/,"Hekkert et al. published an article in 2007 with a description of an innovation system. A method has been developed for the execution of a innovation system analyses, taking that description in mind. This method is described in “Innovatiesysteemanalyse voor beleidsanalisten. Een handleiding” by Hekkert et al. in 2011. A TIS (Technological innovation system)-analyses gives the opportunities and barriers of a technology. The result of such an analyses is determining for the role Netherlands Enterprise Agency (RVO.nl) plays in stimulating the particular technology. The PV technology sector is performing well. According Huijben and Verbond (2013) it would even be valuable if the Dutch PV market would be taken as an example for future PV market growth. Within the PV sector, there are nowadays a lot of different techniques exploited. Because of the broad range of different PV principles, it is to be expected that a broad range of PV products will enter the market. One category of those expected products is building integrated PV (BIPV). Berenschot (2015) defines BIPV as follows: “We consider Building Integrated PhotoVoltaics, or BIPV, in this roadmap trace as the aesthetic and functional integrating of solar power generating functions with regular building elements. Here the building elements contains, besides the electricity generating function, minimal one functionality in the building shell. Besides that, it is the purpose to gain full integration. Aesthetic integration means in a lot of cases that the PV-function cannot be traced from the countenance of the building, or particularly an element where the attention is especially drawn to because of the aesthetical character.” (Berenschot, 2015) The conventional PV products that are regarded BAPV (Building Applied PV), such as standard modules, are occasionally considered as ugly. Therefore, conventional PV products could possibly obtain a NOMyR (Not on my roof) status. Because of this societal barrier, generating of sustainable energy by PV will be less. BIPV should prevent this because the aesthetics are taken into account. If the government decides to pay extra attention to BIPV, it is handy to know if the attention is necessary and where exactly the attention is required within the innovation system of BIPV. RVO.nl is producing a TIS analyses of BIPV. For a proper TIS analyses it is essential to map the structure of the innovation system of the considered technology. In this document the innovation system of BIPV is revealed with the purpose to be a foundation for the TIS analyses of BIPV.",22.02.16,20.07.21 15:57,20.07.21 15:57,20.07.21 15:57,,,,,,,,,,,,,,en,,Internship report,,,,,Publisher: University of Twente,,/Users/jmccarty/Zotero/storage/7AGUV35S/Meijvogel - 2016 - De structuur van het innovatiesysteem van BIPV.pdf; /Users/jmccarty/Zotero/storage/DQIIHSVZ/71985.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
